activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300N1YEXP02MHBR47,17140,OH,39017.0,39017014300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,75000.0,85.667,,,3,,,,,,300,,,2,1,2,2,305000,1,1,3,5,1,,142.0,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,9,,,,4736,4.86,102300,100.43,1716,1962,49
2023,549300N1YEXP02MHBR47,44220,OH,39023.0,39023002601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,31,2,2,1,2,45000.0,96.688,9.25,1.81,3,,,,,,300,,,2,1,2,2,285000,1,1,3,5,1,,96.0,37,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,3799,6.03,84500,147.27,1312,1701,46
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113090304.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,4,2,2,1,2,25000.0,84.891,10.5,3.29,3,,,,,,300,,,2,1,2,2,325000,1,1,3,5,1,,137.0,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,6593,27.44,92400,132.71,2190,2485,43
2023,549300N1YEXP02MHBR47,44220,OH,39023.0,39023002601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,35000.0,80.966,10.5,3.32,2,,,,,,300,,,2,1,2,2,205000,1,1,3,5,1,,88.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3799,6.03,84500,147.27,1312,1701,46
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007961.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000.0,59.114,7.5,0.28,2,,,,,,300,,,2,1,2,2,465000,1,1,3,5,1,,94.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4974,20.37,100900,156.24,1396,1425,16
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113100102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,65000.0,80.045,9.0,1.8,2,,,,,,300,,,2,1,2,2,225000,1,1,3,5,1,,108.0,<20%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5903,31.24,92400,119.64,2048,2566,35
2023,549300N1YEXP02MHBR47,18140,OH,39117.0,39117965300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,2,2,65000.0,,,,3,,,,,,180,,,2,2,2,2,285000,1,1,3,5,1,,79.0,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,1,4.0,,,6281,5.97,100900,71.14,1949,2609,43
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113050101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,2,2,1,2,15000.0,20.0,,,3,,,,,,,,,2,1,2,2,55000,1,1,3,5,1,,11.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,3,,,,4338,26.63,92400,104.82,1053,1548,47
2023,549300N1YEXP02MHBR47,99999,OH,39027.0,39027964400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,3,0,2,1,4,2,2,1,2,105000.0,82.602,,,3,,,,,,300,,,2,1,2,2,575000,1,1,3,5,1,,128.0,42,9,8,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,1,,,,5184,4.59,79500,134.68,1752,2103,37
2023,549300N1YEXP02MHBR47,17140,OH,39061.0,39061021603.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,25000.0,91.304,9.0,1.56,2,,,,,,300,,,2,1,2,2,205000,1,1,3,5,1,,75.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3767,53.92,102300,70.32,1151,1449,51
2023,549300N1YEXP02MHBR47,99999,OH,39021.0,39021011001.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,61.814,,,3,,,,,,300,,,2,1,2,2,405000,1,1,3,5,1,,36.0,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,3,1.0,,,2683,5.78,79500,106.72,880,1077,49
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113001600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,1,2,215000.0,85.0,,,3,,,,,,300,,,2,1,2,2,255000,1,1,3,5,1,,87.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,1874,30.1,92400,57.38,504,726,61
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007961.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,155000.0,87.076,9.0,1.46,2,,,,,,300,,,2,1,2,2,715000,1,1,3,5,1,,405.0,43,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,4974,20.37,100900,156.24,1396,1425,16
2023,549300N1YEXP02MHBR47,17140,OH,39025.0,39025042001.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,2,1,2,1,2,55000.0,38.76,7.75,0.55,3,,,,,,300,,,2,1,2,2,125000,1,1,3,5,1,,73.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3412,6.3,102300,71.52,1146,1593,37
2023,549300N1YEXP02MHBR47,17140,OH,39017.0,39017011135.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000.0,14.065,,,3,,,,,,,,,2,1,2,2,355000,1,1,3,5,1,,254.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,7,,,,7199,27.56,102300,145.49,1866,2054,16
2023,549300N1YEXP02MHBR47,18140,OH,39097.0,39097040202.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,65000.0,84.456,,,3,,,,,,300,,,2,1,2,2,585000,1,1,3,5,1,,115.0,50%-60%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,1,7.0,,,2581,10.31,100900,75.98,722,999,36
2023,549300N1YEXP02MHBR47,99999,OH,39021.0,39021011506.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Male,3,0,2,1,2,2,2,1,2,175000.0,86.268,,,3,,,,,,360,,,2,1,2,2,285000,1,1,3,5,1,,139.0,50%-60%,9,8,2,,,,,2,,,,,2,2,3,5.0,,,,5,,,,,2,2,1,1,2,2,25-34,>74,No,Yes,1,1,6,,,,,1,3.0,,,3159,5.19,79500,107.78,761,1136,42
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165030902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000.0,48.808,7.5,-0.04,2,,,,,,300,,,2,1,2,2,595000,1,1,3,5,1,,174.0,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,8886,13.05,102300,193.28,2154,2207,18
2023,549300N1YEXP02MHBR47,19430,OH,39109.0,39109300100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,2,2,15000.0,34.4,,,3,,,,,,180,,,2,2,2,2,345000,1,1,3,5,1,,53.0,50%-60%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,55-64,Yes,No,1,1,6,,,,,1,,,,4751,11.2,92400,92.0,831,1724,43
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049002510.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,85000.0,80.0,,,3,,,,,,300,,,2,1,2,2,105000,1,1,3,5,1,,46.0,36,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,3144,86.99,100900,47.81,720,1308,63
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113050504.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,2,2,2,1,2,25000.0,61.479,11.75,4.47,3,,,,,,300,,,2,1,2,2,315000,1,1,3,5,1,,63.0,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,6581,21.71,92400,119.48,1559,1755,27
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049007114.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,35000.0,71.429,,,3,,,,,,,,,2,1,2,2,175000,1,1,3,5,1,,42.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,3,,,,5130,50.97,100900,92.92,990,1503,40
2023,549300N1YEXP02MHBR47,18140,OH,39097.0,39097041000.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,4,2,2,1,2,125000.0,92.365,9.25,1.96,3,,,,,,300,,,2,1,2,2,505000,1,1,3,5,1,,195.0,20%-<30%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,4828,44.16,100900,158.87,22,65,12
2023,549300N1YEXP02MHBR47,18140,OH,39159.0,39159050601.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,2,2,1,2,125000.0,83.859,7.5,0.28,2,,,,,,300,,,2,1,2,2,675000,1,1,3,5,1,,140.0,43,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,10920,35.38,100900,216.39,1855,2083,13
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057210602.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,35000.0,71.741,7.5,-0.01,2,,,,,,300,,,2,1,2,2,245000,1,1,3,5,1,,89.0,20%-<30%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5186,12.42,92400,146.29,1943,2157,48
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057240500.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,15000.0,46.841,6.75,1.2,2,110.0,,0.0,,,60,,,2,2,2,2,225000,1,1,3,5,1,,62.0,36,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,4478,17.31,92400,93.51,1453,1897,54
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113130102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000.0,70.301,7.5,0.25,2,,,,,,300,,,2,1,2,2,435000,1,1,3,5,1,,82.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,6564,6.6,92400,105.35,1901,2516,48
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057200400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,85000.0,42.553,7.5,0.28,2,,,,,,300,,,2,1,2,2,185000,1,1,3,5,1,,28.0,30%-<36%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2122,20.36,92400,47.14,392,867,78
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113070300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,25000.0,84.813,,,3,,,,,,300,,,2,1,2,2,115000,1,1,3,5,1,,54.0,49,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,1,,,,2748,81.04,92400,50.31,539,1164,62
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057280101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2 or more minority races,Male,1,0,2,1,2,2,2,2,2,15000.0,34.907,7.5,2.07,2,110.0,,0.0,,,120,,,2,2,2,2,255000,1,1,3,5,1,,67.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,2,4.0,5.0,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,2639,6.67,92400,133.56,943,1077,44
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057280101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,35000.0,82.617,9.0,1.84,2,,,,,,300,,,2,1,2,2,205000,1,1,3,5,1,,101.0,30%-<36%,9,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,25-34,25-34,No,No,1,1,6,,,,,10,,,,2639,6.67,92400,133.56,943,1077,44
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049006372.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,115000.0,81.07,7.5,0.22,2,,,,,,300,,,2,1,2,2,325000,1,1,3,5,1,,96.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,7614,41.88,100900,81.16,979,2027,33
2023,549300N1YEXP02MHBR47,18140,OH,39041.0,39041012000.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,65000.0,63.862,7.5,0.32,2,,,,,,300,,,2,1,2,2,265000,1,1,3,5,1,,67.0,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5851,7.61,100900,136.53,1936,2143,36
2023,549300N1YEXP02MHBR47,99999,OH,39071.0,39071954700.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,31,1,2,1,2,85000.0,37.068,,,3,,,,,,,,,2,1,2,2,215000,1,2,3,5,1,,49.0,>60%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,1,1,6,,,,,9,,,,6222,4.52,79500,80.19,1589,2188,41
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113003800.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,15000.0,18.182,,,3,,,,,,300,,,2,1,2,2,55000,1,1,3,5,1,,24.0,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,3,,,,2481,95.49,92400,41.7,570,1612,71
2023,549300N1YEXP02MHBR47,18140,OH,39049.0,39049009397.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,2,2,35000.0,15.0,,,3,,,,,,180,,,2,2,2,2,205000,1,1,3,5,1,,28.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,9,,,,2977,69.84,100900,53.19,439,1249,41
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165030600.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,35000.0,99.927,8.75,3.46,2,435.0,,0.0,,,180,,,2,2,2,2,215000,1,1,3,5,1,,79.0,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3796,9.4,102300,106.68,1331,1545,38
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113100201.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,25000.0,66.325,10.5,3.34,2,,,,,,300,,,2,1,2,2,165000,1,1,3,5,1,,58.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4736,34.33,92400,97.89,1118,1727,50
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113020700.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,65000.0,32.432,,,3,,,,,,300,,,2,1,2,2,185000,1,1,3,5,1,,14.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,6,,,,3167,14.49,92400,112.87,1047,1344,64
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113070500.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,4,2,2,1,2,15000.0,84.645,,,3,,,,,,300,,,2,1,2,2,185000,1,1,3,5,1,,58.0,46,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,1,3.0,,,4091,86.87,92400,65.03,1159,1781,55
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113070600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,1,2,1,2,25000.0,16.667,7.5,0.32,2,,,,,,300,,,2,1,2,2,155000,1,1,3,5,1,,84.0,<20%,9,8,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,,,,,10,,,,1184,89.53,92400,106.69,377,455,56
2023,549300N1YEXP02MHBR47,44220,OH,39023.0,39023002902.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000.0,86.0,,,3,,,,,,300,,,2,1,2,2,285000,1,1,3,5,1,,56.0,49,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,,1,1,6,,,,,1,,,,4410,14.31,84500,91.01,1485,1970,59
2023,549300N1YEXP02MHBR47,17140,OH,39061.0,39061021504.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,2,2,1,2,45000.0,95.002,9.25,1.62,2,,,,,,300,,,2,1,2,2,195000,1,1,3,5,1,,97.0,20%-<30%,9,8,2,,,,,2,,,,,1,1,3,,,,,3,,,,,1,1,1,2,1,1,55-64,55-64,No,Yes,1,1,6,,,,,10,,,,6386,78.16,102300,75.34,1419,2082,56
2023,549300N1YEXP02MHBR47,17140,OH,39165.0,39165030504.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,85000.0,84.993,6.25,-0.96,2,,,,,,300,,,2,1,2,2,565000,1,1,3,5,1,,215.0,20%-<30%,8,9,2,,,,,2,,,,,2,1,5,,,,,5,,,,,2,1,2,1,2,1,35-44,45-54,No,No,1,1,6,,,,,10,,,,5179,11.62,102300,179.45,1580,1836,27
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113150100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,55000.0,99.798,8.5,3.08,2,417.0,,0.0,,,120,,,2,2,2,2,355000,1,1,3,5,1,,105.0,48,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,55-64,Yes,Yes,1,1,6,,,,,10,,,,6076,6.48,92400,95.19,2062,2590,55
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057200300.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,2,2,1,2,105000.0,60.809,,,3,,,,,,300,,,2,1,2,2,285000,1,1,3,5,1,,33.0,>60%,9,8,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,35-44,35-44,No,No,1,1,6,,,,,1,,,,3796,20.42,92400,91.08,963,1599,66
2023,549300N1YEXP02MHBR47,17140,OH,39015.0,39015951400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,75000.0,65.421,,,3,,,,,,300,,,2,1,2,2,105000,1,1,3,5,1,,74.0,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,4,,,,4234,5.01,102300,73.53,1267,1772,38
2023,549300N1YEXP02MHBR47,99999,OH,39027.0,39027964400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,2,2,2,1,2,15000.0,,9.25,2.02,3,,,,,,300,,,2,1,2,2,425000,1,1,3,5,1,,143.0,39,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5184,4.59,79500,134.68,1752,2103,37
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113120102.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,4,2,2,1,2,45000.0,78.05,,,3,,,,,,300,,,2,1,2,2,245000,1,1,3,5,1,,85.0,37,8,10,2,,,,,5,,,,,2,4,2,23.0,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,4728,37.48,92400,133.52,1587,1742,47
2023,549300N1YEXP02MHBR47,19430,OH,39113.0,39113002500.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,25000.0,59.229,7.75,0.55,2,,,,,,300,,,2,1,2,2,145000,1,1,3,5,1,,45.0,36,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5485,31.07,92400,50.79,1094,2219,58
2023,549300N1YEXP02MHBR47,19430,OH,39057.0,39057210201.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,2,2,35000.0,82.863,,,3,,,,,,60,,,2,2,2,2,185000,1,1,3,5,1,,87.0,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,9,,,,4532,12.07,92400,159.8,1784,1956,61
