action_taken,purchaser_type,loan_type,loan_purpose,lien_status,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,total_loan_costs,total_points_and_fees,origination_charges,discount_points,loan_term,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_race-1,co-applicant_race-1,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,aus-1,denial_reason-1,ltv_category,dti_category,loan_term_category
,71,3,1,1,175000.0,100.0,6.75,0.396,10732.6,0.0,7557.94,3577.68,372.0,175000,2,1,1,1,1,70.0,Missing,1,10,1.0,5.0,3.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,High,Missing,Long
,0,2,1,1,185000.0,96.5,15.0,3.0,0.0,0.0,0.0,0.0,372.0,175000,2,1,1,1,1,45.0,40.0,3,10,2.0,5.0,1.0,8.0,<25,9999,No,No Co-Applicant,6,3,High,30-50,Long
,71,2,1,1,255000.0,94.846,7.125,1.441,17326.81,0.0,8111.45,2538.11,372.0,265000,2,1,1,1,1,120.0,48.0,2,2,2.0,2.0,5.0,5.0,<25,45-54,No,No,1,10,High,30-50,Long
,71,2,31,1,415000.0,79.417,6.75,0.435,22226.13,0.0,11792.89,1722.89,372.0,515000,1,1,3,5,1,133.0,46.0,2,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Low,30-50,Long
,71,2,31,1,215000.0,96.5,6.75,1.089,16065.41,0.0,8202.63,3976.63,372.0,215000,2,1,1,1,1,101.0,Missing,3,3,2.0,2.0,3.0,3.0,>74,>74,Yes,Yes,1,10,High,Missing,Long
,71,2,1,1,225000.0,96.5,6.375,0.398,12928.14,0.0,5221.82,300.0,372.0,235000,2,1,1,1,1,144.0,49.0,1,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,265000.0,96.5,6.75,0.459,14893.58,0.0,5745.0,300.0,372.0,265000,2,1,1,1,1,77.0,Missing,1,3,2.0,2.0,5.0,5.0,55-64,55-64,No,No,1,10,High,Missing,Long
,71,2,1,1,315000.0,96.5,7.125,1.699,22904.37,0.0,12642.94,4654.14,372.0,315000,1,1,3,5,1,99.0,Missing,1,3,2.0,2.0,3.0,3.0,45-54,65-74,No,Yes,1,10,High,Missing,Long
,71,2,1,1,285000.0,96.0,7.125,0.978,16699.3,0.0,8659.46,6769.46,360.0,295000,1,1,3,5,1,92.0,48.0,1,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,315000.0,95.592,6.75,1.054,22556.2,0.0,12880.63,4746.63,372.0,325000,1,1,3,5,1,153.0,Missing,3,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,Missing,Long
,71,2,31,1,335000.0,75.589,6.75,0.617,24458.23,0.0,15096.54,6660.54,372.0,435000,1,1,3,5,1,119.0,Missing,2,2,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Low,Missing,Long
,71,3,31,1,215000.0,98.401,6.75,0.521,14809.83,0.0,8031.88,2916.26,372.0,215000,2,1,1,1,1,69.0,Missing,1,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,31,1,175000.0,78.096,6.75,0.745,12047.45,0.0,6031.86,2608.65,372.0,215000,2,1,1,1,1,39.0,42.0,2,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,3,31,1,285000.0,100.0,6.75,0.285,15312.5,0.0,11865.0,5700.0,372.0,285000,2,1,1,1,1,107.0,47.0,1,1,2.0,2.0,5.0,1.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,1,1,235000.0,96.5,6.75,1.076,16108.08,0.0,8608.56,6718.56,360.0,235000,2,1,1,1,1,53.0,45.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,1,1,1,205000.0,80.0,6.875,0.131,8557.05,0.0,6990.0,5100.0,360.0,255000,1,1,3,5,1,50.0,44.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,31,1,185000.0,59.513,6.375,0.269,11576.76,0.0,4605.0,300.0,372.0,305000,2,1,1,1,1,52.0,Missing,2,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,1,31,1,155000.0,50.336,6.875,-0.033,6799.55,0.0,4328.0,300.0,372.0,295000,2,1,1,1,1,44.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,205000.0,77.493,6.75,0.867,16502.27,0.0,8927.84,4049.84,372.0,255000,2,1,1,1,1,88.0,Missing,3,2,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Low,Missing,Long
,71,3,1,1,385000.0,100.0,7.0,0.114,10832.98,0.0,9689.98,7799.98,360.0,395000,1,1,3,5,1,132.0,Missing,2,3,2.0,2.0,5.0,5.0,>74,>74,Yes,Yes,1,10,High,Missing,Long
,71,2,31,1,345000.0,96.5,6.75,1.116,20980.62,0.0,11934.4,3192.9,372.0,355000,1,1,3,5,1,140.0,40.0,2,2,2.0,2.0,3.0,3.0,35-44,35-44,No,No,1,10,High,30-50,Long
,71,2,31,1,235000.0,80.745,6.75,0.942,17463.73,0.0,10101.36,4731.36,372.0,285000,2,1,1,1,1,95.0,Missing,3,2,2.0,2.0,5.0,5.0,25-34,35-44,No,No,1,10,Medium,Missing,Long
,71,1,31,1,215000.0,80.0,6.75,-0.017,12427.95,0.0,9478.0,4336.0,372.0,275000,2,1,1,1,1,82.0,Missing,1,1,2.0,2.0,5.0,5.0,<25,<25,No,No,1,10,Low,Missing,Long
,71,2,1,1,395000.0,96.5,7.0,1.467,27755.92,0.0,15593.92,7888.96,372.0,405000,2,1,1,1,1,166.0,Missing,1,10,3.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,145000.0,70.978,6.75,1.083,12912.7,0.0,7023.02,2961.02,372.0,205000,2,1,1,1,1,79.0,38.0,1,3,2.0,2.0,5.0,5.0,25-34,45-54,No,No,1,10,Low,30-50,Long
,71,2,31,1,195000.0,91.711,6.75,0.732,12280.63,0.0,4684.67,300.0,372.0,205000,2,1,1,1,1,87.0,45.0,2,1,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,71,3,31,1,395000.0,99.237,6.75,0.403,23602.27,0.0,8691.34,300.0,372.0,385000,1,1,3,5,1,125.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,1,1,1,235000.0,85.0,7.375,0.755,9263.0,0.0,6553.5,5057.5,360.0,285000,1,1,3,5,1,150.0,48.0,1,3,2.0,2.0,5.0,5.0,45-54,65-74,No,Yes,1,10,Medium,30-50,Long
,71,2,31,1,155000.0,75.5,6.75,0.735,10850.2,0.0,4344.0,300.0,372.0,205000,1,1,3,5,1,39.0,Missing,1,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,1,1,1,165000.0,80.0,7.5,0.429,4305.5,0.0,1890.0,300.0,360.0,205000,1,1,3,5,1,144.0,Missing,2,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Low,Missing,Long
,71,2,31,1,245000.0,96.505,6.375,0.398,14138.22,0.0,5559.12,300.0,372.0,255000,2,1,1,1,1,131.0,43.0,3,1,2.0,2.0,5.0,5.0,65-74,55-64,Yes,No,1,10,High,30-50,Long
,71,3,1,1,235000.0,99.997,6.75,0.22,8767.06,0.0,5489.18,300.0,372.0,235000,2,1,1,1,1,101.0,45.0,3,1,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,71,2,1,1,295000.0,96.5,6.75,1.07,19475.84,0.0,10982.7,5167.54,372.0,295000,2,1,1,1,1,96.0,36.0,2,1,3.0,3.0,5.0,5.0,45-54,65-74,No,Yes,1,10,High,30-50,Long
,71,2,31,1,385000.0,95.107,6.75,0.989,26266.55,0.0,15199.68,7662.0,372.0,395000,2,1,1,1,1,92.0,Missing,3,2,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,Missing,Long
,71,2,31,1,305000.0,78.516,7.25,1.281,19082.71,0.0,10630.67,4218.17,372.0,385000,2,1,1,1,1,87.0,49.0,2,3,2.0,2.0,5.0,5.0,55-64,45-54,No,No,1,10,Low,30-50,Long
,71,2,1,1,315000.0,96.5,7.25,1.296,16961.33,0.0,6478.58,300.0,372.0,315000,2,1,1,1,1,138.0,49.0,2,3,2.0,2.0,5.0,5.0,<25,35-44,No,No,1,10,High,30-50,Long
,0,3,1,1,305000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,360.0,295000,1,1,3,5,1,79.0,38.0,3,2,2.0,2.0,5.0,5.0,35-44,45-54,No,No,1,3,High,30-50,Long
,71,2,1,1,225000.0,96.499,7.0,0.892,13173.19,0.0,5273.58,300.0,372.0,235000,2,1,1,1,1,135.0,36.0,1,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,435000.0,90.065,6.75,1.006,29397.87,0.0,19119.44,8689.44,372.0,475000,1,1,3,5,1,100.0,Missing,2,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,0,2,31,1,165000.0,69.666,15.0,3.0,0.0,0.0,0.0,0.0,372.0,175000,2,1,1,1,1,54.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,4,Low,Missing,Long
,71,3,1,1,365000.0,99.73,6.75,0.503,17473.55,0.0,14798.98,7376.56,372.0,365000,2,1,1,1,1,80.0,Missing,2,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,165000.0,96.5,6.75,1.333,13373.99,0.0,6746.04,4856.04,360.0,165000,2,1,1,1,1,98.0,41.0,3,3,1.0,1.0,6.0,6.0,<25,25-34,No,No,1,10,High,30-50,Long
,71,2,1,1,255000.0,96.5,6.375,0.625,15827.23,0.0,7896.17,2256.29,372.0,265000,2,1,1,1,1,76.0,47.0,3,1,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
,71,2,1,1,225000.0,96.5,6.75,1.174,15501.04,0.0,7370.69,2215.13,372.0,225000,2,1,1,1,1,65.0,44.0,3,2,1.0,11.0,5.0,5.0,<25,<25,No,No,1,10,High,30-50,Long
,71,2,1,1,515000.0,93.333,6.875,1.077,25935.95,0.0,14710.5,12820.5,360.0,545000,1,1,3,5,1,103.0,Missing,2,3,1.0,1.0,5.0,5.0,25-34,45-54,No,No,1,10,High,Missing,Long
,71,2,31,1,245000.0,79.55,6.75,1.044,17582.83,0.0,9367.11,3897.36,372.0,305000,2,1,1,1,1,76.0,45.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,1,1,155000.0,96.296,6.625,1.028,11556.3,0.0,6622.47,4732.47,360.0,165000,2,1,1,1,1,74.0,Missing,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,185000.0,91.986,6.75,0.596,11675.6,0.0,4551.41,300.0,372.0,195000,2,1,1,1,1,59.0,Missing,1,3,2.0,2.0,5.0,5.0,25-34,55-64,No,No,1,10,High,Missing,Long
,71,2,1,1,245000.0,96.5,6.75,0.931,15902.7,0.0,7785.3,2407.17,372.0,245000,2,1,1,1,1,107.0,38.0,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,215000.0,82.508,6.75,0.768,11992.45,0.0,5070.0,300.0,372.0,255000,2,1,1,1,1,96.0,Missing,2,3,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,Missing,Long
,71,2,1,1,315000.0,96.5,6.375,0.135,14854.18,0.0,6150.36,300.0,372.0,325000,2,1,1,1,1,166.0,40.0,3,1,2.0,2.0,5.0,5.0,55-64,35-44,No,No,1,10,High,30-50,Long
,71,2,1,1,215000.0,96.499,6.875,1.118,15189.8,0.0,7332.58,2199.73,372.0,225000,2,1,1,1,1,98.0,Missing,3,3,2.0,2.0,3.0,3.0,45-54,45-54,No,No,1,10,High,Missing,Long
,71,2,1,1,315000.0,96.5,6.375,0.43,23511.36,0.0,14679.92,8087.0,372.0,325000,2,1,1,1,1,68.0,Missing,1,3,2.0,2.0,5.0,5.0,55-64,45-54,No,No,1,10,High,Missing,Long
,71,2,31,1,175000.0,93.039,6.75,1.27,13219.28,0.0,6986.21,2570.21,372.0,185000,2,1,1,1,1,69.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,305000.0,96.5,6.75,1.217,22758.74,0.0,12488.82,6168.1,372.0,315000,2,1,1,1,1,127.0,Missing,2,1,1.0,1.0,1.0,3.0,35-44,35-44,No,No,1,10,High,Missing,Long
,71,2,1,1,215000.0,96.5,6.75,1.074,13746.89,0.0,5540.7,529.33,372.0,215000,2,1,1,1,1,60.0,41.0,3,2,3.0,3.0,3.0,3.0,25-34,35-44,No,No,1,10,High,30-50,Long
,71,2,31,1,215000.0,89.783,6.75,0.683,12240.93,0.0,5817.45,829.95,372.0,235000,2,1,1,1,1,47.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,1,1,175000.0,95.972,6.875,1.026,11833.13,0.0,4524.92,300.0,372.0,185000,2,1,1,1,1,59.0,43.0,1,2,1.0,1.0,5.0,5.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,1,1,1,285000.0,38.57,7.25,0.756,15364.57,0.0,11991.94,5274.09,372.0,725000,1,1,3,5,1,218.0,Missing,2,1,2.0,2.0,5.0,5.0,65-74,65-74,Yes,Yes,1,10,Low,Missing,Long
,71,3,1,1,425000.0,91.703,7.75,1.263,18125.0,0.0,10416.0,8526.0,360.0,455000,1,1,3,5,1,97.0,45.0,1,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,2,1,1,205000.0,96.496,6.75,0.986,12216.83,0.0,4885.67,300.0,372.0,205000,2,1,1,1,1,53.0,Missing,3,10,2.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,205000.0,96.5,6.75,1.341,16274.53,0.0,9558.18,4071.72,372.0,205000,2,1,1,1,1,68.0,Missing,3,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,385000.0,96.493,6.75,0.661,27252.67,0.0,17091.52,7658.76,372.0,395000,1,1,3,5,1,89.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,31,1,195000.0,92.386,6.75,0.686,15399.78,0.0,8723.27,3928.14,372.0,205000,2,1,1,1,1,74.0,46.0,3,10,1.0,5.0,1.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,265000.0,86.747,6.75,0.423,14722.67,0.0,5802.83,300.0,372.0,305000,2,1,1,1,1,77.0,39.0,2,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,3,31,1,285000.0,85.608,6.875,0.669,20990.73,0.0,11955.38,5754.1,372.0,325000,2,1,1,1,1,91.0,Missing,1,3,2.0,2.0,5.0,5.0,45-54,65-74,No,Yes,1,10,Medium,Missing,Long
,71,1,1,1,195000.0,95.0,6.75,0.492,8481.33,0.0,4792.83,300.0,372.0,205000,2,1,1,1,1,43.0,46.0,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,215000.0,96.37,6.75,0.821,16486.0,0.0,9388.28,4384.28,372.0,225000,2,1,1,1,1,70.0,49.0,3,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,High,30-50,Long
,71,3,1,1,435000.0,83.923,6.75,0.117,3375.45,0.0,18088.1,8644.04,372.0,515000,1,1,3,5,1,113.0,Missing,3,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,1,1,185000.0,92.019,6.75,0.811,11754.32,0.0,4572.0,300.0,372.0,195000,2,1,1,1,1,67.0,Missing,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,0,3,31,1,145000.0,86.667,15.0,3.0,0.0,0.0,0.0,0.0,360.0,165000,1,1,3,5,1,87.0,Missing,3,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,9,Medium,Missing,Long
,71,2,1,1,285000.0,92.681,6.75,0.883,20686.99,0.0,11903.34,5766.84,372.0,305000,2,1,1,1,1,138.0,Missing,3,2,2.0,2.0,5.0,5.0,25-34,<25,No,No,1,10,High,Missing,Long
,71,1,31,1,245000.0,85.14,6.875,0.327,13843.4,0.0,9679.5,4870.0,372.0,285000,2,1,1,1,1,100.0,Missing,2,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,Missing,Long
,71,2,1,1,215000.0,96.5,7.25,1.296,14764.9,0.0,7497.1,2437.07,372.0,225000,2,1,1,1,1,61.0,47.0,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,255000.0,96.5,6.875,0.99,19342.95,0.0,10478.69,4805.99,372.0,265000,2,1,1,1,1,109.0,Missing,1,1,2.0,2.0,5.0,5.0,<25,25-34,No,No,1,10,High,Missing,Long
,71,2,1,1,205000.0,86.017,6.75,0.776,16823.49,0.0,9168.76,4156.28,372.0,235000,2,1,1,1,1,65.0,Missing,3,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,1,1,1,165000.0,62.25,7.25,0.01,6804.0,0.0,4775.75,2885.75,360.0,265000,1,1,3,5,1,93.0,Missing,3,10,2.0,5.0,5.0,8.0,65-74,9999,Yes,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,255000.0,96.5,7.125,1.05,13217.91,0.0,5622.93,300.0,372.0,255000,2,1,1,1,1,83.0,Missing,1,2,3.0,3.0,5.0,5.0,35-44,25-34,No,No,1,10,High,Missing,Long
,71,2,31,1,155000.0,51.538,6.75,0.662,10542.7,0.0,4215.0,300.0,372.0,305000,2,1,1,1,1,33.0,Missing,3,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,215000.0,96.5,6.75,0.503,11922.86,0.0,4978.19,300.0,372.0,215000,2,1,1,1,1,55.0,44.0,2,10,2.0,5.0,5.0,8.0,<25,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,245000.0,96.499,6.75,0.602,13817.17,0.0,5496.5,300.0,372.0,245000,2,1,1,1,1,76.0,Missing,1,10,1.0,5.0,6.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,195000.0,89.829,6.75,0.631,11543.18,0.0,4900.8,300.0,372.0,205000,2,1,1,1,1,54.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,1,1,195000.0,96.268,6.375,0.262,12247.08,0.0,4813.53,300.0,372.0,205000,2,1,1,1,1,94.0,37.0,3,2,2.0,2.0,5.0,5.0,<25,>74,No,Yes,1,10,High,30-50,Long
,71,2,1,1,275000.0,96.164,6.375,0.433,19672.57,0.0,10696.99,4780.16,372.0,275000,2,1,1,1,1,85.0,49.0,2,3,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,3,31,1,355000.0,83.099,7.25,0.006,9526.17,0.0,7746.52,300.0,372.0,435000,1,1,3,5,1,54.0,Missing,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,Medium,Missing,Long
,71,2,31,1,415000.0,65.635,6.75,0.752,28196.47,0.0,18151.04,8201.04,372.0,615000,1,1,3,5,1,100.0,Missing,2,10,3.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,275000.0,96.499,6.75,0.868,16768.46,0.0,8757.01,2775.44,372.0,285000,2,1,1,1,1,107.0,Missing,2,2,2.0,2.0,5.0,5.0,25-34,35-44,No,No,1,10,High,Missing,Long
,71,3,1,1,325000.0,100.0,7.5,0.695,9318.24,0.0,6764.99,4874.99,360.0,325000,1,1,3,5,1,143.0,36.0,3,10,2.0,5.0,3.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,265000.0,91.643,6.75,0.512,13622.84,0.0,5809.88,300.0,372.0,285000,2,1,1,1,1,164.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,3,1,1,225000.0,99.69,6.75,0.284,11971.64,0.0,5180.51,300.0,372.0,215000,2,1,1,1,1,61.0,43.0,1,10,2.0,5.0,3.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,275000.0,96.492,6.75,0.731,16555.9,0.0,7322.77,1402.48,372.0,275000,2,1,1,1,1,80.0,47.0,1,3,2.0,2.0,5.0,3.0,25-34,<25,No,No,1,10,High,30-50,Long
,0,1,1,1,295000.0,97.0,4.375,1.35,3375.45,0.0,874.75,300.0,360.0,305000,1,1,3,5,1,170.0,40.0,3,9,2.0,3.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,2,1,1,335000.0,96.5,7.5,1.221,18680.72,0.0,10730.66,8840.66,360.0,345000,1,1,3,5,1,112.0,43.0,1,3,2.0,2.0,5.0,5.0,55-64,<25,No,No,1,10,High,30-50,Long
,71,2,1,1,315000.0,96.5,7.25,1.154,16027.78,0.0,6517.65,300.0,372.0,315000,2,1,1,1,1,103.0,37.0,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,31,1,205000.0,88.312,6.75,0.435,12000.0,0.0,4950.0,300.0,372.0,235000,2,1,1,1,1,91.0,49.0,3,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,Medium,30-50,Long
,71,2,1,1,265000.0,96.5,7.25,0.67,15212.21,0.0,5868.06,300.0,372.0,275000,2,1,1,1,1,84.0,40.0,3,1,2.0,2.0,5.0,5.0,25-34,25-34,No,No,1,10,High,30-50,Long
,71,3,1,1,255000.0,99.902,6.75,0.115,11628.54,0.0,8190.0,2520.0,372.0,255000,2,1,1,1,1,79.0,40.0,1,10,1.0,5.0,5.0,8.0,>74,9999,Yes,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,255000.0,86.863,6.375,0.357,15482.83,0.0,8165.55,2536.39,372.0,285000,2,1,1,1,1,57.0,Missing,3,3,2.0,2.0,5.0,5.0,45-54,45-54,No,No,1,10,Medium,Missing,Long
,71,1,1,1,295000.0,94.999,6.375,-0.169,10225.1,0.0,7737.2,1461.8,372.0,305000,2,1,1,1,1,118.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,1,1,1,185000.0,72.2,7.125,0.332,9031.29,0.0,5500.0,3610.0,360.0,255000,2,1,1,1,1,81.0,42.0,1,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,Low,30-50,Long
,71,2,31,1,75000.0,80.0,7.25,1.228,6487.24,0.0,3355.2,1465.2,360.0,95000,1,1,3,5,1,96.0,Missing,1,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,Low,Missing,Long
,71,2,1,1,275000.0,96.5,6.75,0.779,19155.96,0.0,11351.74,5441.06,372.0,275000,2,1,1,1,1,74.0,Missing,3,10,2.0,5.0,5.0,8.0,45-54,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,235000.0,96.5,6.875,0.827,12479.94,0.0,5322.23,300.0,372.0,235000,2,1,1,1,1,61.0,Missing,3,10,2.0,5.0,5.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,185000.0,96.499,6.875,1.03,14458.44,0.0,7479.18,3035.66,372.0,195000,2,1,1,1,1,57.0,36.0,2,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,0,1,1,1,275000.0,100.0,15.0,3.0,0.0,0.0,0.0,0.0,360.0,275000,2,1,1,1,1,66.0,43.0,3,3,1.0,1.0,6.0,6.0,25-34,25-34,No,No,1,9,High,30-50,Long
,71,2,31,1,395000.0,88.671,6.75,0.482,27659.94,0.0,17241.9,7855.1,372.0,435000,1,1,3,5,1,152.0,37.0,1,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Medium,30-50,Long
,71,2,1,1,295000.0,96.5,6.75,0.662,15915.76,0.0,6228.35,300.0,372.0,295000,2,1,1,1,1,99.0,41.0,1,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,245000.0,96.5,6.75,0.843,17280.42,0.0,8503.55,3067.17,372.0,245000,2,1,1,1,1,422.0,Missing,3,10,2.0,5.0,5.0,8.0,25-34,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,215000.0,95.0,7.125,1.088,14812.51,0.0,6938.3,5048.3,360.0,215000,2,1,1,1,1,68.0,Missing,2,2,2.0,2.0,3.0,3.0,65-74,65-74,Yes,Yes,1,10,High,Missing,Long
,71,2,1,1,385000.0,96.5,6.75,0.671,22876.12,0.0,13172.29,3803.55,372.0,385000,1,1,3,5,1,128.0,Missing,1,1,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,Missing,Long
,71,2,1,1,185000.0,96.5,7.625,1.695,12208.95,0.0,4553.4,300.0,372.0,185000,2,1,1,1,1,76.0,47.0,3,2,2.0,2.0,5.0,5.0,55-64,55-64,No,No,1,10,High,30-50,Long
,71,2,1,1,205000.0,94.856,6.75,0.688,12061.37,0.0,4913.57,300.0,372.0,215000,2,1,1,1,1,62.0,Missing,1,10,2.0,5.0,3.0,8.0,55-64,9999,No,No Co-Applicant,1,10,High,Missing,Long
,71,2,1,1,245000.0,96.5,7.125,1.1,14109.78,0.0,7368.93,5478.93,360.0,245000,1,1,3,5,1,73.0,48.0,3,10,2.0,5.0,3.0,8.0,35-44,9999,No,No Co-Applicant,1,10,High,30-50,Long
,71,2,1,1,235000.0,89.978,7.0,0.68,13450.92,0.0,5259.92,300.0,372.0,245000,2,1,1,1,1,82.0,36.0,1,10,3.0,5.0,5.0,8.0,35-44,9999,No,No Co-Applicant,1,10,Medium,30-50,Long
,71,2,31,1,185000.0,89.47,7.25,1.595,14074.33,0.0,6465.69,2478.44,372.0,195000,2,1,1,1,1,72.0,44.0,1,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,Medium,30-50,Long
,71,2,1,1,245000.0,96.499,6.375,0.206,13896.91,0.0,5488.28,300.0,372.0,245000,2,1,1,1,1,88.0,44.0,2,3,2.0,2.0,5.0,5.0,35-44,35-44,No,No,1,10,High,30-50,Long
