ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2020-07-18,38,70545,607,Employed,Bachelor,18,16334,72,Married,3,Mortgage,348,0.11881329621935241,3,2,0.2002287562626234,0,Auto,0,19,16,877,586,84129,3536,5878.75,0.8022430196662391,8,80593,0.22783399999999998,0.20378687935705594,394.8391677293997,0.1263600540471018,1,36.800000000000004
2020-07-19,36,79500,610,Employed,Doctorate,13,23882,48,Married,0,Own,323,0.23767396931190155,6,0,0.19067749924540242,0,Auto,0,31,29,3315,781,279632,66765,4061.4166666666665,0.818939184659574,4,212867,0.213882,0.20511990297419835,733.2684892007186,0.26007390422899695,1,34.4
2020-07-20,39,24674,623,Employed,Bachelor,18,19330,24,Married,4,Rent,227,0.04332655915911029,0,0,0.3645916116600928,0,Debt Consolidation,0,22,11,6360,1080,82396,35752,2056.1666666666665,0.9013255904759635,7,46644,0.18283000000000002,0.15431807382818483,941.2174715170771,0.5681531027885599,0,52.0
2020-07-21,46,31338,610,Employed,Bachelor,24,37838,36,Widowed,2,Rent,563,0.38922119171261327,3,1,0.49634868915677705,0,Education,0,24,4,3649,695,43145,17613,2611.5,0.7539390186442526,9,25532,0.217838,0.23048723862834972,1465.6595147316593,0.7768177349154353,0,57.0
2020-07-22,35,33690,639,Employed,Master,13,21800,60,Divorced,1,Own,287,0.1008527952623189,3,4,0.5207147145608295,0,Other,0,27,14,14725,508,51771,14945,2807.5,0.8888355736804276,7,36826,0.20729999999999998,0.21352610527528063,594.0955507382839,0.3138363493279729,0,55.0
2020-07-23,27,160926,623,Employed,Bachelor,5,92569,36,Married,1,Mortgage,184,0.41309362945301387,4,1,0.6918185926040196,0,Other,0,20,4,6663,811,259913,11422,13410.5,0.8957707589753845,1,248491,0.266069,0.21965816042724387,3533.615243069454,0.27721675128216355,0,53.0
2020-07-24,61,33592,525,Employed,Bachelor,40,28172,48,Married,2,Own,377,0.320169231227422,6,3,0.2687856243633539,0,Auto,0,30,10,6988,309,334349,30026,2799.3333333333335,0.6525682258201274,5,304323,0.260672,0.2574634854637238,945.8680442821825,0.47256538852661906,0,47.0
2020-07-25,40,99138,535,Employed,Master,17,17872,60,Married,0,Rent,1021,0.1921057876059952,2,1,0.4135084432215276,0,Debt Consolidation,0,20,21,2300,2293,88680,50890,8261.5,0.8119088964753405,2,37790,0.255372,0.25170524484948925,526.355061310138,0.18729710843189953,1,43.2
2020-07-26,24,43516,619,Employed,Master,0,20636,12,Married,0,Own,696,0.3288478369703347,5,1,0.2714950384525767,0,Education,0,30,18,5109,1599,15058,28480,3626.3333333333335,0.8955813638159423,1,9526,0.17613600000000001,0.1977708086062988,1909.4047232670748,0.7184680733340586,0,50.0
2020-07-27,38,31629,495,Employed,Doctorate,19,32396,36,Married,1,Mortgage,493,0.24099817937342258,1,0,0.22489723598839437,1,Home,0,14,1,2983,620,65519,3977,2635.75,0.9101087560057121,1,61542,0.269896,0.295981869104652,1368.1412492444588,0.706114483256932,0,67.0
2020-07-28,18,17680,492,Employed,High School,0,11078,12,Married,0,Own,539,0.2958464142610144,1,2,0.2987582463783646,0,Education,0,28,14,2096,2383,57952,4199,1473.3333333333333,0.9201507735498307,7,53753,0.230078,0.23179708037114036,1043.1385067303781,1.073849665201614,0,52.0
2020-07-29,57,38698,631,Employed,High School,35,17212,72,Married,0,Own,310,0.4305418008453055,2,0,0.4588932233716894,0,Home,0,22,10,3171,1029,21292,14025,3224.8333333333335,0.7993531808647828,7,7267,0.21671200000000002,0.2215290146222602,434.03441671815085,0.23072026979734894,0,55.0
2020-07-30,56,67586,521,Employed,High School,33,14927,60,Divorced,1,Mortgage,320,0.23787778176335808,2,0,0.12780772160146836,0,Home,0,18,20,5128,482,42824,4168,5632.166666666667,0.9345856523872326,1,38656,0.259427,0.2396982402003056,429.15801487458657,0.13301417717419345,1,40.0
2020-07-31,20,33094,487,Employed,Associate,0,28292,24,Married,0,Mortgage,303,0.306384876340881,3,1,0.5287847601744948,0,Other,0,10,15,1050,413,30725,29799,2757.8333333333335,0.8196738469806958,9,7195,0.259792,0.31175040000000004,1599.0482298327643,0.6896893321445933,0,59.0
2020-08-01,27,37020,619,Employed,Bachelor,4,22749,60,Married,1,Mortgage,723,0.25829594341320256,1,0,0.1117179815318416,0,Debt Consolidation,0,27,20,9529,811,62519,5182,3085.0,0.9288059986195796,5,57337,0.21824900000000003,0.20318614909182342,606.7494402024713,0.4310370956896179,0,46.0
2020-08-02,49,56987,529,Employed,Associate,25,10530,36,Married,2,Mortgage,278,0.2972075930007096,0,1,0.1989228852354883,0,Home,0,28,17,2168,800,74186,14413,4748.916666666667,0.9764096847919664,5,59773,0.23103,0.2740189628814631,432.16312227947935,0.14954213184329324,0,48.0
2020-08-03,40,37936,618,Employed,Bachelor,19,15584,120,Single,3,Mortgage,118,0.05675488368299505,3,2,0.5855905861302368,0,Other,0,20,18,1398,1544,7223,13880,3161.3333333333335,0.6235267309771515,2,3018,0.26158400000000004,0.2464179293813301,350.59693332764243,0.14822762547268317,0,55.0
2020-08-04,46,25923,558,Employed,Associate,24,18263,36,Married,5,Own,362,0.13736202523201743,3,1,0.32611192900674885,0,Auto,0,28,17,2905,163,198120,15616,2160.25,0.8400300436136979,8,182504,0.224263,0.24763436456309706,723.8506696759562,0.5026504662312029,0,51.0
2020-08-05,39,71079,598,Employed,Master,17,27251,48,Single,1,Mortgage,409,0.2783540949445028,6,2,0.2054751997657623,0,Auto,0,33,20,6520,154,31383,49075,5923.25,0.8237435825989508,3,2446,0.223251,0.2239736266255602,864.4616505822911,0.21499373664496535,1,41.6
2020-08-06,28,21259,633,Employed,Master,10,34904,60,Married,1,Rent,507,0.34167143016878315,2,0,0.23200917300734353,0,Education,0,18,12,2148,1553,87416,10811,1771.5833333333333,0.6969323429099101,5,76605,0.223404,0.23041706386492974,984.7967506843028,0.8420697590767033,0,49.0
2020-08-07,33,45213,561,Employed,Bachelor,8,16275,36,Divorced,1,Mortgage,622,0.1441925232682513,3,3,0.09666847804100058,0,Debt Consolidation,1,20,21,4000,1597,9173,30347,3767.75,0.7389401224440483,2,3061,0.220775,0.23578423988734232,634.9177520186608,0.3335990317878471,0,56.0
2020-08-08,57,29565,593,Employed,Master,35,26619,72,Single,0,Rent,304,0.2283252741556682,2,1,0.10752069893506086,0,Home,0,19,16,13394,820,145126,36042,2463.75,0.7457172502075848,4,109084,0.245119,0.24412721143655033,707.4781118137303,0.41054413467832784,0,48.0
2020-08-09,41,19886,596,Employed,Associate,20,17400,84,Divorced,2,Rent,501,0.1573444891240887,3,2,0.3761810696794143,0,Debt Consolidation,0,22,14,10642,94,16634,15410,1657.1666666666667,0.7972598689449429,5,1224,0.2444,0.26766278515917963,460.2608147037726,0.5800628470504512,0,55.0
2020-08-10,46,64864,588,Employed,High School,25,50322,12,Married,4,Other,704,0.4824415817202513,7,0,0.1272619477058215,0,Debt Consolidation,0,23,24,5636,363,40710,136911,5405.333333333333,0.9730116314178157,3,3271,0.22132200000000002,0.23524605164847287,4746.85835288129,1.0084222409129175,0,51.0
2020-08-11,36,15000,582,Employed,Associate,18,37031,36,Married,3,Rent,857,0.4643112846487589,2,1,0.4312567959190873,0,Home,0,28,3,5599,3833,26236,12820,1250.0,0.9346521395527952,5,13416,0.23103100000000001,0.2297408472993724,1432.9595648801449,1.8319676519041161,0,62.0
2020-08-12,19,55992,584,Self-Employed,Bachelor,0,16061,72,Married,3,Mortgage,508,0.3355682098610245,1,2,0.3861426740659387,0,Home,0,18,9,891,1085,165657,18845,4666.0,0.7799717841507054,6,146812,0.239061,0.2344668949427322,417.45685837785925,0.19834051829786953,0,52.0
2020-08-13,35,15000,591,Employed,High School,9,14936,12,Single,1,Mortgage,216,0.2305000972526939,4,1,0.7566072251876177,0,Other,0,22,25,3545,306,20253,39205,1250.0,0.7958216382981665,3,10669,0.18443600000000002,0.1947768207647234,1379.8580043687045,1.2766864034949637,0,60.0
2020-08-14,60,45030,637,Employed,High School,40,9404,48,Divorced,0,Rent,478,0.07616530598575708,5,0,0.044012540562768925,0,Other,0,22,17,4318,369,4696,3677,3752.5,0.5179858088491688,8,1019,0.185904,0.17987648018539906,276.18180235644235,0.2009811598551479,0,47.0
2020-08-15,44,156545,618,Self-Employed,Bachelor,25,22823,48,Married,2,Rent,331,0.3005679427818605,0,0,0.3013791536873166,0,Debt Consolidation,0,24,21,2539,956,98245,36778,13045.416666666666,0.6706646738342401,4,61467,0.20882300000000004,0.16705840000000005,655.0903754699608,0.07558902874981334,1,38.400000000000006
2020-08-16,30,99986,552,Employed,Associate,8,14427,12,Single,1,Own,319,0.37682526735796446,4,0,0.14192819047300054,0,Home,0,25,11,1927,738,10540,14424,8332.166666666666,0.8437263129426014,7,3134,0.203427,0.2151194063661277,1346.8996478154284,0.1999359487706793,1,39.2
2020-08-17,45,15000,555,Employed,High School,20,39970,36,Single,4,Mortgage,322,0.3057529642495951,3,0,0.367048024002515,0,Home,0,34,8,357,1771,43398,12326,1250.0,0.7461115665223867,5,31072,0.24747,0.28573839371591975,1665.7187492643525,1.590174999411482,0,57.0
2020-08-18,43,48079,560,Employed,Associate,24,19832,60,Married,0,Mortgage,175,0.23136278657058262,6,1,0.2116893218422586,0,Debt Consolidation,0,23,20,5310,1235,238688,22548,4006.5833333333335,0.8082295233565764,1,216140,0.244832,0.2505623751817569,582.7494886610209,0.18912610212217915,1,39.2
2020-08-19,40,17630,571,Employed,Associate,18,30005,48,Single,0,Rent,410,0.2684574949786709,4,3,0.27798469992374253,0,Home,0,19,1,14698,2840,25342,5661,1469.1666666666667,0.7022797906583349,5,19681,0.23950500000000002,0.23223505489407767,965.3824025643008,0.936164993237187,0,58.0
2020-08-20,38,15000,565,Employed,Master,13,33861,48,Single,0,Own,326,0.48682134555771395,0,1,0.15771226720207815,1,Other,0,29,14,6661,1614,326719,9309,1250.0,0.9125065920019203,7,317410,0.246361,0.2645465795103913,1150.3800868494798,1.1811040694795838,0,59.0
2020-08-21,57,23838,639,Employed,High School,33,18766,96,Married,1,Rent,491,0.332083235103694,3,2,0.17584372031805054,0,Home,0,22,26,11999,1004,16207,53676,1986.5,0.727989847132716,7,4222,0.23426600000000003,0.21599883083812213,412.13138051323824,0.45463447294902504,0,49.0
2020-08-22,40,20127,601,Employed,High School,16,16301,48,Married,0,Rent,419,0.12598201205085313,5,0,0.2386305823921646,0,Debt Consolidation,0,27,20,3321,243,45595,75144,1677.25,0.824040721436276,2,5676,0.21080100000000002,0.1924515202471695,489.5130930464601,0.5416682623618782,0,50.0
2020-08-23,40,50614,595,Employed,Associate,20,33037,60,Single,1,Mortgage,402,0.24417894859376638,2,2,0.4310354258882383,0,Home,0,27,28,4035,9639,177332,48818,4217.833333333333,0.9516652099060193,2,128514,0.240537,0.24407835070726053,958.2439905184253,0.322498278860021,0,52.0
2020-08-24,47,35892,618,Employed,High School,26,20345,60,Married,1,Rent,359,0.4878431267637174,0,0,0.1297212804243123,0,Auto,0,16,8,9610,4005,313556,14459,2991.0,0.8947091549958749,1,299097,0.216345,0.22816524223529774,571.3925212635821,0.3110640325187503,0,44.0
2020-08-25,21,112845,563,Self-Employed,Bachelor,3,24354,60,Married,2,Mortgage,493,0.4053223154473237,2,1,0.07968736737001436,1,Home,0,26,4,2697,1088,166642,83506,9403.75,0.8676382958776494,4,83136,0.24785399999999996,0.23800841967139041,697.8025763740402,0.12663060761654024,0,64.0
2020-08-26,54,55658,543,Unemployed,Master,34,19948,48,Single,0,Other,361,0.04023125624072467,4,1,0.44848820895082936,0,Other,0,31,18,4611,1459,55262,44408,4638.166666666667,0.8416600301666839,7,10854,0.243448,0.24372063567916197,654.4513155385855,0.21893377028393088,0,58.0
2020-08-27,32,26694,618,Employed,Bachelor,14,24841,36,Divorced,3,Rent,313,0.27156096312435024,6,0,0.2737746153141845,0,Debt Consolidation,1,23,12,362,4399,26462,17133,2224.5,0.7687751084791277,4,9329,0.20084100000000002,0.19911708552008664,922.0634354739346,0.5552094562705931,0,57.0
2020-08-28,47,104134,544,Employed,Bachelor,26,23465,36,Married,5,Mortgage,210,0.3322082789479966,1,0,0.12345140636364402,0,Home,0,33,18,1242,2737,59750,34958,8677.833333333334,0.8517529991887516,8,24792,0.236465,0.24521334620587648,927.034193681357,0.13102742931392516,1,39.2
2020-08-29,42,27098,603,Employed,High School,19,22677,84,Married,3,Mortgage,269,0.4083460179251887,2,0,0.22375808243941125,0,Auto,0,28,4,6932,251,17776,30723,2258.1666666666665,0.5895462237432084,7,6594,0.246177,0.24037065956524303,560.1049294888956,0.3671584306541718,0,55.0
2020-08-30,36,64648,589,Employed,Associate,14,21388,36,Single,1,Mortgage,300,0.42629944589631374,4,0,0.14031494781342976,0,Home,0,24,3,1716,5731,76249,12941,5387.333333333333,0.8457170135088741,0,63308,0.211888,0.17738640003704015,770.426124626265,0.19869313042190292,1,41.6
2020-08-31,32,52374,550,Employed,Associate,9,20929,108,Married,0,Mortgage,317,0.3293739799110991,1,1,0.142667015515876,0,Home,0,20,11,4314,751,6766,13050,4364.5,0.7732754991465787,8,4557,0.290929,0.2744888978779687,524.3138758122958,0.19276294554067952,0,50.0
2020-09-01,51,56632,575,Employed,Associate,26,24295,60,Married,1,Other,341,0.49505537494187135,2,0,0.25302839900926877,0,Home,0,18,17,2444,189,5842,1833,4719.333333333333,0.6570882015603406,3,4009,0.24179500000000004,0.24588124437137215,707.2358879063572,0.22211524676642688,0,53.0
2020-09-02,43,64041,592,Self-Employed,Doctorate,23,25796,48,Married,3,Other,249,0.4590418126565457,4,1,0.23849452718065003,0,Auto,0,25,15,742,2649,71428,12749,5336.75,0.7373562748066443,1,58679,0.22479600000000002,0.2514999348404928,857.4807331910823,0.20733231520889725,0,52.0
2020-09-03,30,184837,543,Employed,Master,10,8087,12,Single,1,Rent,318,0.5585366032871069,2,0,0.30538272650571646,0,Debt Consolidation,0,20,23,1122,1854,217700,15256,15403.083333333334,0.9202088016637899,3,202444,0.20158700000000002,0.21643347323352213,755.510320285501,0.06969450836913613,1,39.2
2020-09-04,46,50222,531,Employed,Master,22,20847,72,Married,2,Mortgage,380,0.39232053724236216,2,1,0.24360130054098708,1,Home,1,26,11,4444,677,186226,7494,4185.166666666667,0.8919761139393704,5,178732,0.270347,0.2626690646360997,577.8738531010061,0.22887352628752486,0,66.0
2020-09-05,29,57743,600,Employed,Master,11,20581,60,Married,1,Rent,266,0.23335605105685642,1,2,0.24093000803845724,0,Other,0,23,25,1809,2061,158486,20908,4811.916666666667,0.8170081513359441,3,137578,0.22558099999999998,0.2271268638281333,576.7957693514163,0.17514762364645056,1,36.0
2020-09-06,52,63455,594,Self-Employed,Bachelor,30,18947,96,Widowed,0,Mortgage,312,0.11741588626494757,5,1,0.40538690697915686,1,Auto,0,27,6,1389,659,451325,55511,5287.916666666667,0.8715080413360942,0,395814,0.256947,0.2632380316142123,474.7564870838725,0.14878382861880815,0,64.0
2020-09-07,36,177563,501,Employed,Master,16,23396,84,Married,2,Rent,240,0.2551638687219982,4,1,0.29964111921071074,0,Education,0,26,8,1327,1756,82026,47227,14796.916666666666,0.8643158166272846,2,34799,0.297896,0.3233504400474557,706.0849067794715,0.0639379762752018,1,40.800000000000004
2020-09-08,37,17809,576,Employed,High School,14,17812,72,Married,4,Mortgage,329,0.38584497698886727,0,0,0.291360574349209,0,Education,0,20,22,1983,380,34854,27273,1484.0833333333333,0.377249538753491,3,7581,0.244812,0.23125697562803263,459.52515729963204,0.5313213480597218,0,54.0
2020-09-09,27,41354,638,Employed,Master,4,9611,60,Single,0,Other,1003,0.41396233515949243,2,1,0.3317015518595926,0,Auto,0,24,19,19775,1200,20975,7338,3446.1666666666665,0.7914609277629187,0,13637,0.19561100000000003,0.18572666183494502,247.06020485237946,0.3627393349670783,0,53.0
2020-09-10,30,59917,602,Employed,Bachelor,7,17986,48,Married,1,Mortgage,627,0.2761226307598125,2,1,0.11662718302890072,0,Debt Consolidation,0,26,8,3580,713,46823,42438,4993.083333333333,0.7956835905996914,2,4385,0.211986,0.23041158184303842,576.8834268548426,0.24111022117692996,0,48.0
2020-09-11,26,178846,537,Employed,Associate,3,4508,48,Married,0,Own,375,0.11844109238043067,0,0,0.07410148432892862,0,Debt Consolidation,0,26,21,2527,567,25986,19915,14903.833333333334,0.7541260798875944,0,6071,0.23100800000000002,0.2466122164053374,148.62180719241215,0.035133364382255935,1,37.6
2020-09-12,44,44116,548,Unemployed,Bachelor,21,18256,72,Married,2,Mortgage,390,0.14584483232847575,3,1,0.07200887217416203,0,Debt Consolidation,0,20,29,1022,4453,15996,29698,3676.3333333333335,0.8916032369658919,4,3178,0.259256,0.2601588655134851,503.20626973284686,0.24296117591790195,0,53.0
2020-09-13,55,35187,636,Employed,Bachelor,32,35032,84,Single,0,Mortgage,971,0.25371182346109106,5,1,0.28900799332743365,0,Home,0,18,3,1048,375,20594,25141,2932.25,0.9368482025103503,10,1004,0.24203200000000002,0.2419629574927992,868.7956380151629,0.6274347814869683,0,53.0
2020-09-14,42,28133,593,Employed,Bachelor,20,22849,36,Married,2,Mortgage,347,0.2831747277791179,4,1,0.6519695331307217,0,Home,0,20,2,4498,10882,21709,131043,2344.4166666666665,0.5974947103569866,7,3337,0.211349,0.2145340709720876,866.165937490722,0.5174702751177856,0,64.0
2020-09-15,37,28273,516,Employed,Bachelor,13,17368,48,Divorced,3,Mortgage,471,0.32207985302088626,1,0,0.43439999440283444,0,Education,0,23,1,2846,567,11447,8360,2356.0833333333335,0.8782658402268549,3,3087,0.254368,0.2895802018305688,614.8706542554827,0.4608795618104125,0,62.0
2020-09-16,51,98430,526,Employed,Bachelor,27,63783,36,Married,0,Own,417,0.41833381231373473,4,3,0.4625061628940937,0,Auto,0,27,1,6894,2111,38992,25701,8202.5,0.6580214718695605,5,13291,0.285783,0.3242937982549273,2793.254346809379,0.39137511085758964,0,60.0
2020-09-17,30,66724,586,Employed,High School,7,15687,48,Single,0,Mortgage,783,0.16868769832278332,2,2,0.10464532740292469,0,Education,1,27,13,2846,1335,80675,25714,5560.333333333333,0.7670951556068408,5,54961,0.21768700000000002,0.20666204934679355,482.94688641406697,0.22767463936467844,0,53.0
2020-09-18,42,92153,611,Employed,Bachelor,18,29432,60,Married,0,Own,423,0.4150318244305944,2,2,0.4116143394190945,0,Home,0,31,10,4222,383,23556,12669,7679.416666666667,0.5963430834805731,4,10887,0.22893199999999997,0.2550009498160152,872.5185109020105,0.16870011970119392,0,53.0
2020-09-19,18,19911,526,Employed,High School,0,20012,48,Single,5,Mortgage,553,0.08914012043565557,5,2,0.09917449698341528,1,Auto,0,25,11,2361,482,138433,7592,1659.25,0.7089854910251557,9,130841,0.252012,0.27039019332869874,686.5010965818016,0.7470249188379096,0,59.0
2020-09-20,43,22634,558,Self-Employed,High School,17,25843,36,Married,1,Own,353,0.08763709769486606,2,3,0.3289794289596954,0,Debt Consolidation,0,24,23,3289,1722,60370,65151,1886.1666666666667,0.8905224586473907,10,4216,0.231843,0.24209618714146247,1016.7411093227655,0.7262036454834845,0,56.0
2020-09-21,44,24503,538,Employed,High School,18,34780,108,Married,1,Other,343,0.41569476454963594,0,1,0.5967481222503241,0,Education,0,30,26,7305,1335,8640,24067,2041.9166666666667,0.6349267499015174,4,3998,0.31078,0.2832179241270793,892.7360834529849,0.6051843856440362,0,61.0
2020-09-22,55,27744,546,Employed,High School,34,26662,48,Divorced,2,Own,1044,0.49836805757187064,1,0,0.02083632798809254,0,Auto,0,25,19,1443,664,336018,15257,2312.0,0.8811652541973485,4,320761,0.248662,0.2245629164737588,846.6336072325179,0.8177481000140648,0,47.0
2020-09-23,22,87252,600,Employed,Master,0,18681,48,Single,4,Own,372,0.10167837043993304,1,1,0.33807888731399244,0,Auto,0,24,12,2774,1576,22192,9221,7271.0,0.7244698554843423,8,12971,0.213681,0.22138834706716495,589.9739785772853,0.13230284397982192,1,39.2
2020-09-24,47,43574,583,Employed,Associate,26,37210,108,Single,1,Rent,346,0.22177083962770835,5,2,0.13803014938332156,0,Home,0,18,20,9736,1644,426448,14259,3631.1666666666665,0.8629559793676906,2,412189,0.29071,0.24322816425045973,851.7353181205983,0.32984862113754027,0,45.0
2020-09-25,50,120123,609,Self-Employed,Bachelor,26,19123,60,Married,5,Rent,355,0.2931857384428201,5,1,0.08200726746461513,0,Education,0,21,17,20502,1987,65822,51908,10010.25,0.6166188889800047,3,13914,0.219623,0.21982269619120848,527.9636955587758,0.0882059584484679,1,36.800000000000004
2020-09-26,50,63232,598,Employed,Bachelor,27,11402,24,Divorced,1,Own,1021,0.06094546938317255,3,0,0.173145013678082,0,Debt Consolidation,0,29,15,4151,191,13577,88274,5269.333333333333,0.8642492292202261,3,8107,0.18740199999999999,0.19874174942940087,579.613326035616,0.3037601200725486,1,39.2
2020-09-27,56,25753,635,Employed,Master,31,29127,48,Married,2,Mortgage,837,0.13679166068684226,3,2,0.354709719692985,0,Home,0,30,13,4212,3338,66986,48164,2146.0833333333335,0.9116631504841509,3,18822,0.20662700000000003,0.2194208295078401,916.7619373781326,0.8171919096236396,0,52.0
2020-09-28,25,15000,594,Unemployed,Bachelor,4,36198,72,Married,0,Own,1108,0.09522415592016396,2,1,0.2535681045716183,0,Education,0,27,11,9203,150,50954,7736,1250.0,0.8089216833794767,2,43218,0.25419800000000004,0.2554469916367899,987.2055440873412,1.6761644352698728,0,56.0
2020-09-29,37,27545,552,Employed,High School,14,10520,60,Single,2,Mortgage,274,0.31856239608211184,2,0,0.13552030819318545,0,Other,0,25,14,7813,27267,56085,17510,2295.4166666666665,0.6426246436179012,6,38575,0.23952,0.2349450358419987,299.56022894508425,0.24987194581016559,0,52.0
2020-09-30,39,15000,556,Employed,High School,13,33539,48,Married,0,Mortgage,285,0.5714311829923298,2,1,0.39580105503351626,0,Debt Consolidation,0,14,15,2188,2136,287065,16966,1250.0,0.6684730623494498,7,270099,0.25053899999999996,0.2594766787133382,1129.8575081538913,1.131886006523113,0,51.0
2020-10-01,25,63760,518,Employed,High School,0,19835,72,Single,0,Rent,158,0.34731290346622573,4,3,0.2940499335103844,0,Education,0,27,25,12667,2196,38774,29085,5313.333333333333,0.9382216398105939,5,9689,0.275835,0.25637382107422946,542.0827143741445,0.13175960747317653,0,52.0
2020-10-02,38,24611,507,Employed,Associate,14,8764,36,Married,1,Mortgage,780,0.1362737583267103,6,0,0.20280620774008956,0,Education,0,29,11,2431,169,20814,18876,2050.9166666666665,0.9478850364867709,6,1938,0.240264,0.24685497523368197,346.9989989973331,0.5495098934609727,0,53.0
2020-10-03,18,48125,543,Unemployed,Bachelor,0,18977,60,Married,0,Mortgage,1006,0.3029324040182446,5,1,0.1923109810650895,0,Other,0,16,29,1474,78,45738,40516,4010.4166666666665,0.7137505634856254,4,5222,0.252477,0.22814407685983396,532.9489937303083,0.3837379309041808,0,54.0
2020-10-04,43,73165,596,Self-Employed,Bachelor,22,9790,36,Married,0,Own,773,0.49009702633565294,2,1,0.1828233867233412,0,Home,0,32,24,7128,426,31619,32590,3862.5,0.9370963131699844,4,1264,0.19679,0.20072476855359836,364.19311578195004,0.2944189296522848,0,52.0
2020-10-05,28,78973,568,Employed,Bachelor,6,28198,12,Divorced,5,Other,185,0.11690988441549723,5,1,0.4992275609296386,1,Education,0,19,10,1048,1002,205520,8996,6581.083333333333,0.8804744246952588,3,196524,0.209198,0.18551066244635606,2592.5933973024157,0.4220571684959289,0,63.0
2020-10-06,51,59424,493,Self-Employed,Master,26,34485,48,Married,1,Mortgage,524,0.21445249580586684,3,0,0.22360862811036586,0,Home,0,24,25,807,3491,100111,11286,4952.0,0.7915379908270246,5,88825,0.282985,0.29715303868901016,1235.963077432442,0.3554044986737565,0,51.0
2020-10-07,23,52658,542,Self-Employed,Master,1,42332,48,Married,3,Own,209,0.36304821570297974,2,0,0.6402365882684332,0,Education,0,18,25,19331,642,30251,53386,4388.166666666667,0.8316183925310944,3,7673,0.266332,0.2904067952384076,1500.6774638767001,0.3896108771035816,0,59.0
2020-10-08,29,100617,595,Employed,Master,9,16327,72,Single,1,Rent,200,0.4637885288154982,3,0,0.6767055226642342,0,Home,0,29,7,1581,1128,17762,178123,8384.75,0.9092973860155432,6,10756,0.233827,0.23939295887732925,429.2367043523743,0.07504537456124205,1,47.2
2020-10-09,22,39961,522,Employed,Bachelor,0,19455,84,Married,3,Mortgage,512,0.12855194208453974,4,0,0.3366533837923241,0,Other,0,23,18,2128,960,12055,16518,3330.0833333333335,0.8086022476234944,6,3440,0.283455,0.3272982395418521,592.4276690123294,0.3316516610732452,0,54.0
2020-10-10,18,28594,548,Employed,High School,0,16184,24,Divorced,0,Mortgage,258,0.22437876286635433,3,2,0.024257593212961424,0,Other,1,35,23,4054,3844,11026,10058,2382.8333333333335,0.7874420591173077,2,8633,0.217184,0.18433694365126232,811.3671206003438,0.44877965472491166,0,58.0
2020-10-11,41,15000,459,Employed,High School,15,15730,36,Married,2,Mortgage,396,0.28697689935871673,4,0,0.35615272382661534,0,Education,0,24,27,2645,3855,110967,69803,1250.0,0.4093138256959473,5,41164,0.27122999999999997,0.31277451420593266,678.8168296095821,0.8598534636876657,0,56.0
2020-10-12,36,34129,557,Employed,Bachelor,15,19455,48,Single,3,Mortgage,374,0.10826507370277273,1,0,0.3339641668385963,0,Debt Consolidation,0,18,23,517,1271,43946,56372,2844.0833333333335,0.6221736144032601,6,1021,0.235955,0.24016799347940682,634.4494080105138,0.3545780097900954,0,54.0
2020-10-13,48,64930,594,Employed,Bachelor,22,12644,72,Married,1,Rent,622,0.262568689085878,1,0,0.2892225731158326,0,Debt Consolidation,0,30,10,19811,868,114084,5634,5410.833333333333,0.8413727136697644,6,108450,0.230644,0.1900429930742336,295.60640940040025,0.1695868922347883,1,38.400000000000006
2020-10-14,52,121012,590,Employed,Bachelor,28,16202,24,Married,2,Mortgage,757,0.11088160899763863,4,1,0.3652968069493144,0,Debt Consolidation,0,24,11,3880,3213,13022,33337,5177.416666666667,0.7624119000704257,3,6243,0.196202,0.22120585288462571,841.4949781184586,0.3087437386312592,0,51.0
2020-10-15,32,23209,618,Employed,Bachelor,13,22478,12,Married,1,Own,171,0.47879501633152466,5,2,0.4452431767518944,0,Auto,0,27,1,383,103,164527,73582,1934.0833333333333,0.8178950922653999,2,90945,0.17847800000000003,0.20817163039514194,2091.039458921482,1.1695666985677016,0,58.0
2020-10-16,19,71015,416,Employed,High School,0,13960,60,Married,2,Mortgage,189,0.585920124019686,2,1,0.5435179848817225,0,Debt Consolidation,0,24,10,2667,253,7204,38386,5917.916666666667,0.8753863562494095,4,7320,0.31095999999999996,0.37315199999999993,516.3191435294053,0.11918368967616508,0,59.0
2020-10-17,47,49294,643,Employed,Bachelor,25,19581,36,Married,4,Mortgage,245,0.3878814929917049,7,1,0.17012726307453724,1,Other,0,25,24,6898,683,56772,67974,4107.833333333333,0.6309395525388689,1,10781,0.18308100000000002,0.16535013860689943,693.5931142912539,0.22848860655444977,0,60.0
